Philadelphia	39.952583	-75.165222
Pittsburg	38.027977	-121.884682
Harrisburg	40.273190	-76.886703
Allentown	40.602749	-75.469757
Lancaster	34.697472	-118.144524
Scranton	41.408970	-75.662415
Erie	42.129223	-80.085060
Bethlehem	40.620720	-75.378490
York	40.713050	-74.007230
State_College	40.789680	-77.858063
